task,model,cv_best_score_rmse,train_MAE,train_RMSE,train_R2,test_MAE,test_RMSE,test_R2,best_params,n_features
reg_SI,extra_trees,220.60243814283768,30.181801098907428,260.3229032358133,0.12179553996137482,177.52445511169708,1414.5075564198564,0.003907097783059865,"{'model__regressor__n_estimators': 500, 'model__regressor__min_samples_leaf': 2, 'model__regressor__max_features': 0.5, 'model__regressor__max_depth': 16}",210
reg_SI,random_forest,220.9597451163012,34.04290340704947,265.1529804118859,0.08890448984383559,178.02972766787548,1415.0263208500853,0.00317633841716769,"{'model__regressor__n_estimators': 800, 'model__regressor__min_samples_leaf': 2, 'model__regressor__max_features': 0.5, 'model__regressor__max_depth': 10}",210
reg_SI,hist_gbr,220.65127918104318,32.90303931740172,263.14076273036164,0.10268043192707643,177.78779553838476,1415.6103905614498,0.0023532658596319145,"{'model__regressor__min_samples_leaf': 50, 'model__regressor__max_leaf_nodes': 15, 'model__regressor__max_depth': None, 'model__regressor__learning_rate': np.float64(0.12000000000000002), 'model__regressor__l2_regularization': np.float64(1.0)}",210
reg_SI,elastic_net,225.4906765339295,41.731248143085615,278.5053502123986,-0.005166405882678804,180.23752272794118,1426.5981729431237,-0.013194045456427439,"{'model__regressor__l1_ratio': np.float64(0.5499999999999999), 'model__regressor__alpha': np.float64(0.07847599703514611)}",210
