task,model,cv_best_score_rmse,train_MAE,train_RMSE,train_R2,test_MAE,test_RMSE,test_R2,best_params,n_features
reg_CC50,hist_gbr,472.4144400750466,99.99812955484609,245.77725448554395,0.8432884704030071,282.4760090545004,482.9651775353017,0.5500910658410614,"{'model__regressor__min_samples_leaf': 10, 'model__regressor__max_leaf_nodes': 31, 'model__regressor__max_depth': None, 'model__regressor__learning_rate': np.float64(0.08000000000000002), 'model__regressor__l2_regularization': np.float64(0.00046415888336127773)}",210
reg_CC50,extra_trees,465.30118209140574,79.90008449545464,228.52618641729617,0.8645155298742003,268.43309918562164,488.45544763071933,0.5398039409971427,"{'model__regressor__n_estimators': 300, 'model__regressor__min_samples_leaf': 1, 'model__regressor__max_features': 0.5, 'model__regressor__max_depth': 16}",210
reg_CC50,random_forest,483.23662754513015,150.677865693637,301.2550702964073,0.7645567181929765,294.63063645512943,513.0822895795881,0.49223001189069726,"{'model__regressor__n_estimators': 800, 'model__regressor__min_samples_leaf': 1, 'model__regressor__max_features': 0.8, 'model__regressor__max_depth': 24}",210
reg_CC50,elastic_net,635.3904002523361,403.6239531031812,634.6530409953363,-0.044937471460750444,460.1977496654775,752.9297240128352,-0.09345739239120854,"{'model__regressor__l1_ratio': np.float64(0.5499999999999999), 'model__regressor__alpha': np.float64(0.20691380811147903)}",210
